gene1	gene2
IL4	IL13RA1
IL4	IL4R
IL4	IL2RG
IL18	IL18RAP
IL18	IL18R1
IL1B	IL1RAP
IL1B	IL1R1
IL1B	IL1R2
IL1A	IL1RAP
IL1A	IL1R1
IL1A	IL1R2
IL25	IL17RB
IL25	IL17RA
IL17B	IL17RB
IL17A	IL17RA
IL17A	IL17RC
GDF5	BMPR1A
GDF5	ACVR2A
BMP7	BMPR1B
BMP7	ACVR2A
BMP2	ACVR1
BMP2	BMPR2
BMP2	BMPR1B
BMP2	BMPR1A
AMH	ACVR1
AMH	AMHR2
INHBE	ACVR1
INHBE	ACVR2A
INHBE	ACVR1B
INHBE	ACVR2B
INHBC	ACVR1
INHBC	ACVR2A
INHBC	ACVR1B
INHBC	ACVR2B
INHBB	ACVR1
INHBB	ACVR2A
INHBB	ACVR1B
INHBB	ACVR2B
INHBA	ACVR1
INHBA	ACVR2A
INHBA	ACVR1B
INHBA	ACVR2B
TGFB3	TGFBR1
TGFB3	TGFBR2
TGFB2	TGFBR1
TGFB2	TGFBR2
TGFB1	TGFBR1
TGFB1	TGFBR2
EDA	EDAR
EDA	EDA2R
TNFSF13B	TNFRSF17
TNFSF13B	TNFRSF13B
TNFSF13B	TNFRSF13C
TNFSF13	TNFRSF17
TNFSF13	TNFRSF13B
TNFSF18	TNFRSF18
TNFSF4	TNFRSF4
TNFSF9	TNFRSF9
TNFSF8	TNFRSF8
CD70	CD27
CD40LG	CD40
FASLG	TNFRSF6B
FASLG	FAS
TNFSF14	LTBR
TNFSF14	TNFRSF14
TNFSF14	TNFRSF6B
LTB	LTBR
LTA	TNFRSF1B
LTA	TNFRSF1A
LTA	LTBR
LTA	TNFRSF14
IFNL1	IL10RB
IFNL1	IFNLR1
IFNL3	IL10RB
IFNL3	IFNLR1
IFNL2	IL10RB
IFNL2	IFNLR1
IL22	IL22RA2
IL22	IL10RB
IL22	IL22RA1
IL24	IL20RA
IL24	IL22RA1
IL20	IL20RA
IL20	IL22RA1
IL19	IL20RA
IL10	IL10RB
IL10	IL10RA
IFNG	IFNGR2
IFNG	IFNGR1
IFNE	IFNAR2
IFNE	IFNAR1
IFNK	IFNAR2
IFNK	IFNAR1
IFNW1	IFNAR2
IFNW1	IFNAR1
IFNB1	IFNAR2
IFNB1	IFNAR1
IFNA1	IFNAR2
IFNA1	IFNAR1
IFNA2	IFNAR2
IFNA2	IFNAR1
IFNA4	IFNAR2
IFNA4	IFNAR1
IFNA5	IFNAR2
IFNA5	IFNAR1
IFNA6	IFNAR2
IFNA6	IFNAR1
IFNA7	IFNAR2
IFNA7	IFNAR1
IFNA8	IFNAR2
IFNA8	IFNAR1
IFNA10	IFNAR2
IFNA10	IFNAR1
IFNA13	IFNAR2
IFNA13	IFNAR1
IFNA14	IFNAR2
IFNA14	IFNAR1
IFNA16	IFNAR2
IFNA16	IFNAR1
IFNA17	IFNAR2
IFNA17	IFNAR1
IFNA21	IFNAR2
IFNA21	IFNAR1
FLT3LG	FLT3
KITLG	KIT
CSF1	CSF1R
EGF	EGFR
HGF	MET
VEGFD	KDR
VEGFD	FLT4
VEGFC	KDR
VEGFC	FLT4
VEGFA	FLT1
VEGFA	KDR
VEGFB	FLT1
PLEKHO2	PDGFRB
PDGFB	PDGFRA
PDGFB	PDGFRB
PDGFA	PDGFRA
PDGFA	PDGFRB
PDGFC	PDGFRA
THPO	MPL
PRL	PRLR
GH2	GHR
GH1	GHR
EPO	EPOR
TSLP	CRLF2
TSLP	IL7R
IL21	IL2RG
IL21	IL21R
IL15	IL2RG
IL15	IL15RA
IL15	IL2RB
IL9	IL9R
IL9	IL2RG
IL7	IL7R
IL7	IL2RG
IL2	IL2RG
IL2	IL2RB
IL2	IL2RA
IL5	IL5RA
IL5	CSF2RB
IL3	IL3RA
IL3	CSF2RB
CSF2	CSF2RB
CSF2	CSF2RA
IL23A	IL12RB1
IL23A	IL23R
IL12A	IL12RB2
IL12A	IL12RB1
IL12B	IL12RB2
IL12B	IL12RB1
IL13	IL13RA1
IL13	IL4R
LEP	LEPR
CSF3	CSF3R
CTF1	LIFR
CTF1	IL6ST
CLCF1	CNTFR
CLCF1	LIFR
CLCF1	IL6ST
CNTF	CNTFR
CNTF	LIFR
CNTF	IL6ST
LIF	LIFR
LIF	IL6ST
OSM	LIFR
OSM	IL6ST
OSM	OSMR
IL11	IL11RA
IL11	IL6ST
IL6	IL6ST
IL6	IL6R
CCL27	CCR10
CCL28	CCR3
CCL28	CCR10
CCL26	CCR3
CCL24	CCR3
CCL11	CCR3
CCL8	CCR3
CCL15	CCR1
CCL15	CCR3
CCL23	CCR1
CCL16	CCR1
CCL14	CCR1
CCL5	CCR5
CCL5	CCR1
CCL5	CCR3
CCL7	CCR2
CCL7	CCR1
CCL13	CCR2
CCL13	CCR3
CCL3L3	CCR5
CCL3	CCR5
CCL3L1	CCR5
CCL4L1	CCR5
CCL4	CCR5
CCL4L2	CCR5
CCL2	CCR2
CCL21	CCR7
CCL19	CCR7
CCL22	CCR4
CCL17	CCR4
CCL25	CCR9
CCL20	CCR6
CCL1	CCR8
CX3CL1	CX3CR1
XCL2	XCR1
XCL1	XCR1
CXCL16	CXCR6
CXCL13	CXCR5
CXCL12	CXCR4
CXCL12	ACKR3
CXCL11	CXCR3
CXCL11	ACKR3
CXCL10	CXCR3
CXCL9	CXCR3
CXCL8	CXCR2
CXCL8	CXCR1
CXCL6	CXCR2
CXCL6	CXCR1
PPBP	CXCR2
CXCL5	CXCR2
TNFSF12	TNFRSF12A
TNFSF10	TNFRSF10A
TNFSF10	TNFRSF10B
TNFSF10	TNFRSF10C
TNFSF10	TNFRSF10D
TNFSF10	TNFRSF11B
TNF	TNFRSF1B
TNF	TNFRSF1A
CXCL3	CXCR2
CXCL2	CXCR2
CXCL1	CXCR2
TNFSF11	TNFRSF11B
TNFSF11	TNFRSF11A
IL17F	IL17RA
IL17F	IL17RC
IL17C	IL17RA
IL17C	IL17RE
